id,sentence,num_aspect_terms,aspect_term,at_polarity,intensty_class
11313290#1139539#0,"Even after a few bad evenings at Bardolino, I keep coming back.",0,[],[],
33069847#1306433#1,"The pizza's are made fresh, crispy, and ready to serve.",1,['pizza's'],['positive'],[3]
32893609#708406#3,"There are many french bistros in the midtown area, and I wholheartedly recommend this one.",0,[],[],
35709451#1061726#1,Staff is accomodating make sure you are satified.,1,['Staff'],['positive'],[3]
11359727#487554#4,Chef Waldy's always measures up.,1,['Chef'],['positive'],[1]
35709337#1579632#5,This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.,0,[],[],
11350660#564640#0,"Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite.",0,[],[],
35819603#1613701#0,Don Pedro's is one of my favorite restaurants.,0,[],[],
33059931#926509#2,Reasonably priced with very fresh sushi.,2,"['sushi', 'priced']","['positive', 'positive']","[2, 1]"
35819603#1613701#2,Go for the Seafood Paella for two.,1,['Seafood Paella for two'],['positive'],[2]
35819603#1613701#4,All of the apetizers are good and the Sangria is very good.,2,"['apetizers', 'Sangria']","['positive', 'positive']","[1, 2]"
13383936#420974#0,Cantinetta is a real treasure in a see of mediocre Italian restaurants.,0,[],[],
11558693#1436895#7,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",2,"['service', 'server']","['positive', 'positive']","[1, 2]"
33009300#626261#3,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,2,"['staff', 'food']","['positive', 'positive']","[2, 3]"
11350539#680470#0,Whether one pizza place is better than another is often very subjective.,0,[],[],
35819603#1613701#5,Really nice restaurant to go with a group or on a date.,0,[],[],
35819603#1613701#6,Service is usually pretty good.,1,['Service'],['positive'],[1]
35708055#673129#4,Host and Hostess was quite rude.,2,"['Host', 'Hostess']","['negative', 'negative']","[-1, -1]"
35708055#673129#7,You will not be missing anything.,0,[],[],
32878835#503761#0,I discovered Applebees when I went away to college in VA.,0,[],[],
11351453#683961#0,"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",2,"['wait staff', 'meal']","['positive', 'positive']","[2, 2]"
11351453#683961#1,I recommend any of their salmon dishes......,1,['salmon dishes'],['positive'],[2]
11351451#805713#1,The foie gras was sweet and luscious.,1,['foie gras'],['positive'],[2]
11351324#0#2,"The menu, which changes seasonally, shows both regional and international influences.",1,['menu'],['neutral'],[0]
11624981#549489#5,but their mac cheese was YUMMY!,1,['mac cheese'],['positive'],[1]
11624981#549489#6,their brunch menu had something for everyone.,1,['brunch menu'],['positive'],[2]
11624981#549489#7,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,1,['jazz singer'],['positive'],[3]
15069510#648179#0,"I often find myself with time to kill in Times Square, which is a shame since I don't love this area.",0,[],[],
15069510#648179#2,They have very quick service which is great when you don't have much time.,1,['service'],['positive'],[2]
15069510#648179#3,"The food is average: breakfast food, soups, salads, sandwiches, etc.",5,"['food', 'breakfast food', 'soups', 'salads', 'sandwiches']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0, 0, 0, 0, 0]"
11519527#1541586#1,I WAS HIGHLY DISAPPOINTED BY THE FOOD.,1,['FOOD'],['negative'],[-3]
35759841#1360876#1,"The staff is arrogant, the prices are way high for Brooklyn.",2,"['staff', 'prices']","['negative', 'negative']","[-1, -2]"
35759841#1360876#0,This place is average... at best.,0,[],[],
11639667#1085238#2,the service is prompt friendly.,1,['service'],['positive'],[2]
11639667#1085238#6,Whatever the reason it is definitely the place to be.,0,[],[],
32464595#574909#0,This is literally a hot spot when it comes to the food.,1,['food'],['positive'],[2]
32892297#645108#0,The downstairs bar scene is very cool and chill...,1,['downstairs bar scene'],['positive'],[2]
32892297#645108#1,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",3,"['food', 'price', 'drinks']","['positive', 'negative', 'neutral']","[2, -1, 0]"
32950061#1264345#0,I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,1,['casual lunches'],['neutral'],[0]
35393630#1095759#2,If you are a Tequila fan you will not be disappointed.,1,['Tequila'],['positive'],[1]
11660930#655010#5,"Great beer selection too, something like 50 beers.",2,"['beer selection', 'beers']","['positive', 'neutral']","[1, 0]"
35177381#521555#1,"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",3,"['waitress', 'food', 'wine']","['negative', 'neutral', 'neutral']","[-1, 0, 0]"
15094232#1295193#3,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",2,"['service', 'portions']","['negative', 'negative']","[-1, -1]"
11313431#524365#4,"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.",0,[],[],
11538980#453602#2,i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.,0,[],[],
33071731#1007204#4,The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,3,"['salad', 'salad dressing', 'quesedilla']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
33069847#1306433#0,"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.",1,['pizza's'],['positive'],[3]
11302357#835238#1,"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",3,"['service', 'food', 'cost']","['negative', 'negative', 'negative']","[-1, -1, -1]"
35709451#1061726#4,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,2,"['food', 'staff']","['positive', 'positive']","[2, 2]"
35701425#1155856#4,I had to wait for my friend at the bar for a few minutes,1,['bar'],['neutral'],[0]
35816071#637243#1,"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.",1,['Chef'],['positive'],[2]
33069536#707145#4,"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.",2,"['Indian food', 'service']","['positive', 'positive']","[2, 1]"
32935583#854234#1,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",4,"['Odessa stew', 'Rabbit stew', 'salads', 'kompot']","['positive', 'positive', 'positive', 'positive']","[2, 2, 1, 2]"
36220672#1714981#2,My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.,1,['lunch'],['positive'],[1]
11447227#436718#0,I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.,0,[],[],
33071731#1007204#5,"When she complained, the waitress said, Sorry.",1,['waitress'],['neutral'],[0]
35158451#1089920#4,The quality of the meat was on par with your local grocery store.,1,['quality of the meat'],['negative'],[-2]
32894966#1727613#2,They specialize in smoothies and fresh juices.,2,"['smoothies', 'fresh juices']","['positive', 'positive']","[2, 2]"
35714274#1076679#3,"It first came well done, and I politely sent it back.",0,[],[],
11351587#1488758#7,"I recommend the black roasted codfish, it was the best dish of the evening.",2,"['black roasted codfish', 'dish']","['positive', 'positive']","[2, 3]"
11359790#823900#3,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we left and went some place else.,3,"['waiter', 'menu', 'manager']","['negative', 'neutral', 'neutral']","[-2, 0, 0]"
33068664#1164940#0,"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.",2,"['taste', 'chicken']","['negative', 'negative']","[-2, -3]"
11624981#549489#10,"during busy hrs, i recommend that you make a reservation.",1,['reservation'],['neutral'],[0]
35759841#1360876#3,Don't waste your time or your money.,0,[],[],
32894267#698671#3,"it's good but, like the movie is never as good as the book, this is same analogy.",0,[],[],
11624981#549489#9,it was a very warm experience.,0,[],[],
35084984#412657#0,I went to Common Stock for brunch and I was so impressed.,1,['brunch'],['neutral'],[0]
33069925#747092#0,"now called nikki sushi, sushi is OK.",1,['sushi'],['neutral'],[0]
33069536#707145#2,The food is also outstanding and is served quite quickly.,2,"['food', 'served']","['positive', 'positive']","[1, 1]"
11351561#744321#1,I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.,0,[],[],
35709337#1579632#1,"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",3,"['erbazzone emiliana', 'mostarda on the cheese plate', 'dishes']","['positive', 'positive', 'positive']","[1, 1, 1]"
33066089#490193#3,The food is delicious and the bar has a great vibe.,3,"['food', 'bar', 'vibe']","['positive', 'positive', 'positive']","[2, 1, 2]"
32894267#698671#1,expectations were real hi reading the '10's'.,0,[],[],
32892130#435512#2,There's candlelight and music.,2,"['candlelight', 'music']","['neutral', 'neutral']","[0, 0]"
32938828#1194079#0,It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).,0,[],[],
32935729#785247#11,Simple healthy unglamorous food cheap.,1,['food'],['positive'],[2]
35869867#649564#0,"It was such a fantastic dining experience, that I returned again the same week.",1,['dining experience'],['positive'],[3]
11359613#884374#6,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",2,"['food', 'service']","['positive', 'positive']","[1, 2]"
35700731#1595671#1,The place is absolutely adorable and the food is delicious.,2,"['place', 'food']","['positive', 'positive']","[2, 2]"
11558693#1436895#5,I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,2,"['Chicken Teriyaki', 'Garlic Shrimp']","['neutral', 'neutral']","[0, 0]"
11558693#1436895#0,I've had better Japanese food at a mall food court.,1,['Japanese food'],['negative'],[-1]
32894966#1727613#10,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,2,"['staff members', 'drink']","['positive', 'neutral']","[2, 0]"
11359717#1138929#0,Cool atmosphere but such a let down.,1,['atmosphere'],['positive'],[1]
32938222#1552119#3,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",2,"['Sashimi portion', 'artifical lobster meat']","['positive', 'negative']","[3, -2]"
32891589#573560#1,They have wheat crusted pizza made with really fresh and yummy ingredients.,2,"['wheat crusted pizza', 'ingredients']","['positive', 'positive']","[1, 2]"
33070309#423221#0,"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",3,"['dinner', 'food', 'service']","['positive', 'positive', 'positive']","[2, 3, 3]"
32936760#1397861#7,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",1,['cake'],['positive'],[2]
32936760#1397861#5,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",2,"['staff', 'slices']","['negative', 'negative']","[-1, -1]"
33085939#758010#1,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,1,['wait staff'],['negative'],[-3]
11351664#1238806#5,"The wine list is extensive, well priced and covers alot of regions.",2,"['wine list', 'priced']","['positive', 'positive']","[1, 3]"
33068890#423889#0,Go here if you want fresh and tasty salads of any type you can imagine.,1,['salads'],['positive'],[2]
36244423#1058258#4,Everything about this place is adorable - even the bathroom!,1,['bathroom'],['positive'],[2]
32893040#1716582#1,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",5,"['delivers', 'food', 'prices', 'service', 'repast']","['positive', 'positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1, 1]"
33070286#1133164#3,THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,1,['WAITERS'],['neutral'],[0]
33070286#1133164#1,IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.,1,['ITALIAN MEAL'],['neutral'],[0]
32897564#894393#0,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,1,['pizza'],['positive'],[2]
35714274#1076679#2,I asked for a simple medium rare steak.,1,['steak'],['neutral'],[0]
35509422#0#3,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets goat cheese and walnuts--are equally scrumptious.",4,"['organic grilled burgers', 'dish', 'Jerusalem market-style falafel wraps', 'Mediterranean salads--layered with beets, goat cheese and walnuts']","['positive', 'positive', 'positive', 'positive']","[3, 3, 2, 2]"
11302357#835238#3,"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",2,"['dining experience', 'waiter']","['negative', 'neutral']","[-3, 0]"
32936760#1397861#6,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",2,"['texture', 'hint of cocoa']","['positive', 'positive']","[2, 2]"
11359762#927332#4,Ask for the round corner table next to the large window.,1,['round corner table next to the large window'],['positive'],[1]
32891589#573560#4,"Their twist on pizza is heatlhy, but full of flavor.",2,"['flavor', 'twist on pizza']","['positive', 'positive']","[2, 2]"
11350033#1264371#1,The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,1,['AC'],['negative'],[-1]
11351328#1638529#0,"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",2,"['service', 'sales people']","['negative', 'negative']","[-2, -2]"
33009300#626261#1,"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure.",1,['location'],['negative'],[-3]
35708055#673129#1,Didn't seem like any effort was made to the display and quality of the food.,1,['display and quality of the food'],['negative'],[-2]
11351628#404492#1,The food--though mostly deep-fried--is simple and satisfying.,1,['food'],['positive'],[2]
11548230#560890#1,We live in the neighborhood and have been going there twice a week since the day they first opened.,0,[],[],
32935583#854234#0,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.",1,['food'],['positive'],[2]
11639814#570590#1,The food was excellent - authentic Italian cuisine made absolutely fresh.,2,"['food', 'Italian cuisine']","['positive', 'positive']","[2, 1]"
11313359#650269#4,At night the atmosphere changes turning into this hidden jewel that is waiting to be discovered.,1,['atmosphere'],['positive'],[2]
11351814#1650882#5,"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",4,"['booth by the windows', 'place', 'food', 'service']","['neutral', 'positive', 'positive', 'positive']","[0, 1, 1, 2, 2]"
33070601#438491#1,I would only go for the coffee which is way better than Starbucks or the like.,1,['coffee'],['positive'],[3]
36216551#1233442#1,the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,2,"['food', 'attitude']","['positive', 'positive']","[2, 2]"
11351725#582163#4,We ordered a glass of wine and were finished eating and paying before the wine came.,1,['glass of wine'],['neutral'],[0]
35720486#684689#0,"It was good, but none of the flavors WOW.",1,['flavors'],['neutral'],[0]
32938222#1552119#4,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",2,"['place', 'service']","['positive', 'positive']","[1, 3]"
32408649#945413#3,Food is excellent quality for a good restaurant price.,2,"['Food', 'price']","['positive', 'positive']","[3, 1]"
11661949#1709112#4,"Actually, everyone who worked there seemed to be annoyed.",0,[],[],
33106326#864352#1,"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",4,"['burrito', 'tacos', 'margarita', 'dessert']","['positive', 'positive', 'neutral', 'neutral']","[1, 1, 0, 0]"
11351622#0#1,The space is traditional in feel.,1,['space'],['neutral'],[0]
33060905#1138585#1,"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?",1,['reservations'],['neutral'],[0]
11538980#453602#1,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,4,"['food', 'interior', 'owners', 'dining']","['negative', 'negative', 'negative', 'neutral']","[-1, -1, -2, 0]"
35196527#481646#3,"Good service, great food, good value, and never have to wait in line!",4,"['service', 'food', 'value', 'wait']","['positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1]"
35743460#0#3,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,3,"['Egg McMuffin sandwich', 'hot cakes', 'breakfast']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
36072604#1106889#0,"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",2,"['service', 'food']","['neutral', 'negative']","[0, -1]"
11567247#1415594#2,"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",3,"['music', 'bartender', 'drinks']","['positive', 'positive', 'positive']","[1, 3, 3]"
33070605#1232775#3,rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,3,"['rice dishes', 'noodle dishes', 'ice drink']","['positive', 'positive', 'positive']","[2, 2, 1]"
32899414#512291#3,Cuisine is billed as asian fusion - doesn't meet the bill.,4,"['Cuisine', 'bill', 'asian fusion', 'billed']","['negative', 'negative', 'neutral', 'negative']","[-1, -1, 0, -1]"
11351622#0#3,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,4,"['dishes', 'king crab salad with passion fruit vinaigrette', 'fettuccine with grilled seafood in a rosemary-orange sauce', 'bistro menu']","['positive', 'positive', 'positive', 'neutral']","[2, 1, 1, 0]"
35170181#0#3,"Dishes denoted as Roy's Classics (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",6,"['Dishes', 'Roy's Classics', 'menu', 'recipes', 'macadamia-crusted mahi mahi', 'sweet honey-mustard beef short ribs']","['positive', 'positive', 'neutral', 'positive', 'positive', 'positive']","[1, 1, 0, 1, 1,1]"
32893040#1716582#4,"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",1,['cold sesame noodles'],['positive'],[1]
35177381#521555#0,"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",3,"['food', 'meal', 'served']","['negative', 'negative', 'neutral']","[-2, -1, 0]"
35886114#1249751#0,The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,2,"['argentine chorizo appetizer', 'fennel flavored Italian sausage']","['negative', 'negative']","[-1, -2]"
33059678#631861#0,"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing.",1,['dinner'],['positive'],[2]
32867472#663531#2,"Best Chinese on the Upper East, prompt delivery, good value.",2,"['delivery', 'value']","['positive', 'positive']","[1, 1]"
32894966#1727613#8,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,2,"['sandwiches', 'soy mayonaise']","['positive', 'positive']","[1, 1]"
33060905#1138585#0,i went in one day asking for a table for a group and was greeted by a very rude hostess.,2,"['hostess', 'table']","['negative', 'neutral']","[-2, 0]"
35196527#481646#4,It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,1,['dinner'],['positive'],[2]
35709337#1579632#2,"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",4,"['food', 'staff', 'food', 'wine']","['positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1]"
35938288#666236#1,"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",4,"['music', 'tapas', 'selection of wines (primarily Spanish)', 'clientele']","['positive', 'positive', 'positive', 'positive']","[1, 1, 1, 1]"
32867472#663531#1,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",5,"['food', 'dumplings', 'cold sesame noodles', 'chicken', 'shrimp dishs']","['positive', 'positive', 'positive', 'positive', 'positive']","[2, 2, 2, 2, 2]"
11484031#1129679#2,"And the food, well the food will keep you coming back.",2,"['food', 'food']","['positive', 'positive']","[1, 3]"
11351819#985076#2,Waiting three hours before getting our entrees was a treat as well.,2,"['entrees', 'Waiting']","['neutral', 'negative']","[0, -1]"
15069510#648179#4,It's the conversations that make this a fun place to be.,1,['place'],['positive'],[1]
11351451#805713#2,"My gf's duck confitte was very solid as well, although i have little base of reference.",1,['duck confitte'],['positive'],[1]
35695422#1464305#2,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",3,"['wine list', 'tapas', 'atmosphere']","['positive', 'positive', 'positive']","[3, 2, 2]"
11313316#1234433#3,You can eat gourmet food at a fast food price.,2,"['price', 'food']","['positive', 'positive']","[2, 1]"
11417054#1062693#1,"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",3,"['food', 'service', 'prices']","['positive', 'positive', 'positive']","[3, 3, 1]"
35693083#822138#0,"Not because I was pregnant, but the food here is always delicious.",1,['food'],['positive'],[2]
11351625#909535#0,Had a great meal there this weekend before heading to the movies!,1,['meal'],['positive'],[2]
15094232#1295193#0,We had a birthday party here recently and the food and service was amazing.,2,"['food', 'service']","['positive', 'positive']","[1, 1]"
35171678#484493#1,"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",5,"['dinner menu', 'entrees', 'seafood', 'steaks', 'non-meat alternatives']","['positive', 'positive', 'positive', 'positive', 'neutral']","[2, 2, 2, 2, 0]"
11482070#503858#0,This place has the strangest menu and the restaurants tries too hard to make fancy food.,2,"['menu', 'food']","['negative', 'negative']","[-3, -2]"
32443281#959917#3,"The appetizers are ok, but the service is slow.",2,"['appetizers', 'service']","['neutral', 'negative']","[0, -1]"
11359717#1138929#5,the food - not worth the price.,2,"['food', 'price']","['negative', 'negative']","[-1, -1]"
11302357#835238#0,"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",2,"['waitress', 'entree']","['negative', 'neutral']","[-3, 0]"
11351762#644011#2,The prices are not terrible.,1,['prices'],['positive'],[1]
33071731#1007204#6,15% gratuity automatically added to the bill.,2,"['bill', 'gratuity']","['negative', 'negative']","[-1, -1]"
33061445#591371#3,Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,4,"['Food', 'empenadas', 'plaintains', 'afternoon snack']","['positive', 'positive', 'positive', 'positive']","[2, 1, 1, 1]"
13383936#420974#3,Both a number of the appetizer and pasta specials were amazing.,2,"['pasta specials', 'appetizer']","['positive', 'positive']","[1, 1]"
35743460#0#2,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",5,"['Big Mac', 'Chicken McNuggets', 'Filet-O-Fish sandwich', ""McDonald's famous french fries"", 'entree-sized salads']","['positive', 'positive', 'positive', 'positive', 'neutral']","[3, 2, 2, 2, 0]"
11350539#680470#2,"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",1,['pizza'],['positive'],[1]
